menu_item_id,quantity_sold,sales_date,store_id
Plăcintă cu brânză și verdeață,6,4/1/2026,starkebab_portmall
cu Star Kebab Pui,5,4/1/2026,starkebab_portmall
Cheese StarKebab,2,4/1/2026,starkebab_portmall
cu Sos Alb,3,4/1/2026,starkebab_portmall
Star Kebab pui personal,3,4/1/2026,starkebab_portmall
Plăcintă cu vișină,4,4/1/2026,starkebab_portmall
cu Cartofi pai,6,4/1/2026,starkebab_portmall
Combo Star Kebab,6,4/1/2026,starkebab_portmall
Plăcintă cu cartofi,5,4/1/2026,starkebab_portmall
cu TOPPING Ceapă,2,4/1/2026,starkebab_portmall
Cartofi pai,3,4/1/2026,starkebab_portmall
Star Kebab Pui Mare,7,4/1/2026,starkebab_portmall
Star Sticks,1,4/1/2026,starkebab_portmall
Roll Fitness,3,4/1/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,3/31/2026,starkebab_portmall
Star Sticks,1,3/31/2026,starkebab_portmall
Pachet kebab livrare,7,3/31/2026,starkebab_portmall
Aripioare BBQ,1,3/31/2026,starkebab_portmall
Hot dog classic  personal,3,3/31/2026,starkebab_portmall
Roll cu Creveți,1,3/31/2026,starkebab_portmall
Gozleme Vânătoresc,1,3/31/2026,starkebab_portmall
Hot dog classic,2,3/31/2026,starkebab_portmall
Star Kebab Pulled Pork,5,3/31/2026,starkebab_portmall
fără cartofi,2,3/31/2026,starkebab_portmall
Roll cu Pui Crocant,2,3/31/2026,starkebab_portmall
Starburger Vânătoresc,2,3/31/2026,starkebab_portmall
Cheese StarKebab,2,3/31/2026,starkebab_portmall
cu TOPPING Masline,1,3/31/2026,starkebab_portmall
Sos Ketchup,1,3/31/2026,starkebab_portmall
Salată Caesar Pui,3,3/31/2026,starkebab_portmall
cu TOPPING Ceapă,5,3/31/2026,starkebab_portmall
Star Kebab Pui,32,3/31/2026,starkebab_portmall
Pui crocant,2,3/31/2026,starkebab_portmall
cu Star Kebab Pui,5,3/31/2026,starkebab_portmall
Star Kebab pui personal,4,3/31/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,4,3/31/2026,starkebab_portmall
cu Sos Alb,5,3/31/2026,starkebab_portmall
Combo Star Kebab,5,3/31/2026,starkebab_portmall
cu Cartofi pai,5,3/31/2026,starkebab_portmall
Roll Fitness,3,3/31/2026,starkebab_portmall
Roll Caesar ,1,3/31/2026,starkebab_portmall
Cartof copt,1,3/31/2026,starkebab_portmall
Sos Alb,1,3/31/2026,starkebab_portmall
cu TOPPING Morcov Picant,1,3/31/2026,starkebab_portmall
Sos Ketchup,2,3/31/2026,starkebab_portmall
Cartofi pai,3,3/31/2026,starkebab_portmall
Plăcintă cu cartofi,10,3/31/2026,starkebab_portmall
cu TOPPING Carne Pui,1,3/31/2026,starkebab_portmall
Star Kebab Pui Mare,7,3/31/2026,starkebab_portmall
cu ardei,9,3/31/2026,starkebab_portmall
Cartof copt cu pui,1,3/31/2026,starkebab_portmall
Star Kebab Veggie,3,3/31/2026,starkebab_portmall
Fetiță,2,3/31/2026,starkebab_portmall
Pachet wrap livrare,2,3/31/2026,starkebab_portmall
Kids Box cu roll,2,3/31/2026,starkebab_portmall
cu TOPPING Cașcaval,6,3/31/2026,starkebab_portmall
Bulion de pui,1,3/30/2026,starkebab_portmall
Kids Box cu roll,16,3/30/2026,starkebab_portmall
Plăcintă cu vișină,2,3/30/2026,starkebab_portmall
Cheese StarKebab,3,3/30/2026,starkebab_portmall
Gozleme,2,3/30/2026,starkebab_portmall
Sos Alb,2,3/30/2026,starkebab_portmall
cu Sos Alb,4,3/30/2026,starkebab_portmall
Salată Grecească,1,3/30/2026,starkebab_portmall
Star Sticks,2,3/30/2026,starkebab_portmall
Star Kebab Vânătoresc,1,3/30/2026,starkebab_portmall
cu Star Kebab Pui,3,3/30/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,12,3/30/2026,starkebab_portmall
Gozleme Vânătoresc,1,3/30/2026,starkebab_portmall
Topping Carne Pui,1,3/30/2026,starkebab_portmall
Cartof copt,1,3/30/2026,starkebab_portmall
cu TOPPING Cașcaval,5,3/30/2026,starkebab_portmall
Roll Fitness,1,3/30/2026,starkebab_portmall
Star Kebab Pui Mare,8,3/30/2026,starkebab_portmall
Combo Pită,1,3/30/2026,starkebab_portmall
Cartof copt cu pui*,1,3/30/2026,starkebab_portmall
Plăcintă cu cartofi,12,3/30/2026,starkebab_portmall
Cartofi pai,2,3/30/2026,starkebab_portmall
cu Sos BBQ,1,3/30/2026,starkebab_portmall
Sos Alb,3,3/30/2026,starkebab_portmall
cu Cartofi pai,5,3/30/2026,starkebab_portmall
Combo Star Kebab,4,3/30/2026,starkebab_portmall
Cartof copt cu creveți,1,3/30/2026,starkebab_portmall
Roll Caesar ,1,3/30/2026,starkebab_portmall
cu Star Kebab Veggie,1,3/30/2026,starkebab_portmall
Sos BBQ,1,3/30/2026,starkebab_portmall
Hot dog double,1,3/30/2026,starkebab_portmall
Fetiță,9,3/30/2026,starkebab_portmall
cu Pită Grecească,1,3/30/2026,starkebab_portmall
Star Kebab Pui,21,3/30/2026,starkebab_portmall
Hot dog classic  personal,6,3/30/2026,starkebab_portmall
Pachet kebab livrare,6,3/30/2026,starkebab_portmall
Hot dog classic,4,3/30/2026,starkebab_portmall
Star Kebab pui personal,3,3/30/2026,starkebab_portmall
Salată Caesar Pui *,1,3/30/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,3/30/2026,starkebab_portmall
cu ardei,8,3/30/2026,starkebab_portmall
Star Kebab Veggie,1,3/30/2026,starkebab_portmall
Star Kebab Pulled Pork,3,3/30/2026,starkebab_portmall
Roll cu Pui Crocant,1,3/30/2026,starkebab_portmall
Starburger Grecesc *,1,3/30/2026,starkebab_portmall
Salată Caesar Pui,1,3/30/2026,starkebab_portmall
Baiețel,7,3/30/2026,starkebab_portmall
cu ardei,18,3/29/2026,starkebab_portmall
cu Sos Ketchup,4,3/29/2026,starkebab_portmall
Roll Fitness,7,3/29/2026,starkebab_portmall
Sos Tzatziki,1,3/29/2026,starkebab_portmall
Kids Box cu burger,3,3/29/2026,starkebab_portmall
Plăcintă cu cartofi,6,3/29/2026,starkebab_portmall
Star Kebab Pui,73,3/29/2026,starkebab_portmall
Sos BBQ,1,3/29/2026,starkebab_portmall
Baiețel,8,3/29/2026,starkebab_portmall
Hot dog double,4,3/29/2026,starkebab_portmall
cu TOPPING Morcov Picant,1,3/29/2026,starkebab_portmall
Sos Alb,10,3/29/2026,starkebab_portmall
Sos Ketchup,7,3/29/2026,starkebab_portmall
fără roșii,2,3/29/2026,starkebab_portmall
Star Kebab Veggie,4,3/29/2026,starkebab_portmall
Falafel,1,3/29/2026,starkebab_portmall
cu Cheese StarKebab,5,3/29/2026,starkebab_portmall
Roll Caesar ,1,3/29/2026,starkebab_portmall
Salată Caesar Creveți,3,3/29/2026,starkebab_portmall
Roll cu Pui Crocant,2,3/29/2026,starkebab_portmall
cu TOPPING Ceapă,1,3/29/2026,starkebab_portmall
cu TOPPING Carne Pui,2,3/29/2026,starkebab_portmall
fără castraveți murați,3,3/29/2026,starkebab_portmall
PopCorn de pui,1,3/29/2026,starkebab_portmall
Star Kebab Pulled Pork,15,3/29/2026,starkebab_portmall
Salată Caesar Pui,2,3/29/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,4,3/29/2026,starkebab_portmall
cu Star Kebab Pui,9,3/29/2026,starkebab_portmall
cu Cartofi pai,15,3/29/2026,starkebab_portmall
Combo Star Kebab,15,3/29/2026,starkebab_portmall
Pui crocant,3,3/29/2026,starkebab_portmall
Creveți cu sos (4 buc),1,3/29/2026,starkebab_portmall
Platou Falafel,1,3/29/2026,starkebab_portmall
cu Sos Alb,10,3/29/2026,starkebab_portmall
puțin ardei,1,3/29/2026,starkebab_portmall
Cheese StarKebab,7,3/29/2026,starkebab_portmall
Star Kebab pui personal,2,3/29/2026,starkebab_portmall
cu Star Kebab Pulled Pork,1,3/29/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,3/29/2026,starkebab_portmall
Star Kebab Vânătoresc,1,3/29/2026,starkebab_portmall
Star Sticks,4,3/29/2026,starkebab_portmall
Aripioare BBQ,3,3/29/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,4,3/29/2026,starkebab_portmall
Hot dog classic  personal,4,3/29/2026,starkebab_portmall
Roll cu Creveți,1,3/29/2026,starkebab_portmall
Sos Ketchup,1,3/29/2026,starkebab_portmall
Gozleme Vânătoresc,1,3/29/2026,starkebab_portmall
Gozleme,1,3/29/2026,starkebab_portmall
Hot dog classic,8,3/29/2026,starkebab_portmall
cu Sos Sweet Chilli,1,3/29/2026,starkebab_portmall
Star Kebab Pui Mare,27,3/29/2026,starkebab_portmall
Pită Grecească,2,3/29/2026,starkebab_portmall
Gozleme cu carne de pui,2,3/29/2026,starkebab_portmall
Sos BBQ,1,3/29/2026,starkebab_portmall
Fetiță,11,3/29/2026,starkebab_portmall
cu castraveți proaspeți,1,3/29/2026,starkebab_portmall
Starburger Pui,1,3/29/2026,starkebab_portmall
Kids Box cu roll,16,3/29/2026,starkebab_portmall
Cartofi pai,17,3/29/2026,starkebab_portmall
Pită BBQ,1,3/29/2026,starkebab_portmall
Salată Grecească,1,3/29/2026,starkebab_portmall
Nuggets,6,3/29/2026,starkebab_portmall
cu TOPPING Cașcaval,20,3/29/2026,starkebab_portmall
Plăcintă cu vișină,3,3/29/2026,starkebab_portmall
cu Cartofi pai,10,3/28/2026,starkebab_portmall
Cartofi pai,10,3/28/2026,starkebab_portmall
Sos Alb,4,3/28/2026,starkebab_portmall
Pui crocant,1,3/28/2026,starkebab_portmall
Baiețel,10,3/28/2026,starkebab_portmall
Salată Caesar Pui,2,3/28/2026,starkebab_portmall
Cartof copt cu creveți,2,3/28/2026,starkebab_portmall
cu Sos BBQ,1,3/28/2026,starkebab_portmall
Fetiță,5,3/28/2026,starkebab_portmall
Hot dog double,1,3/28/2026,starkebab_portmall
Nuggets,4,3/28/2026,starkebab_portmall
cu Sos Burger,1,3/28/2026,starkebab_portmall
Star Kebab Pui,45,3/28/2026,starkebab_portmall
Star Kebab pui personal,10,3/28/2026,starkebab_portmall
Sos BBQ,2,3/28/2026,starkebab_portmall
Combo Star Kebab,8,3/28/2026,starkebab_portmall
Aripioare BBQ,1,3/28/2026,starkebab_portmall
cu Star Kebab Pui,6,3/28/2026,starkebab_portmall
Star Sticks,2,3/28/2026,starkebab_portmall
Roll Fitness,7,3/28/2026,starkebab_portmall
Star Kebab Pui Mare,17,3/28/2026,starkebab_portmall
cu Sos Sweet Chilli,1,3/28/2026,starkebab_portmall
Cartof copt cu pui,2,3/28/2026,starkebab_portmall
Plăcintă cu cartofi,3,3/28/2026,starkebab_portmall
Gozleme cu carne de pui,1,3/28/2026,starkebab_portmall
fără roșii,1,3/28/2026,starkebab_portmall
Combo Starburger,2,3/28/2026,starkebab_portmall
cu Starburger Grecesc,2,3/28/2026,starkebab_portmall
Starburger Pui,1,3/28/2026,starkebab_portmall
Kids Box cu roll,14,3/28/2026,starkebab_portmall
Cheese StarKebab,6,3/28/2026,starkebab_portmall
Gozleme,2,3/28/2026,starkebab_portmall
Plăcintă cu vișină,1,3/28/2026,starkebab_portmall
cu TOPPING Cașcaval,13,3/28/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,7,3/28/2026,starkebab_portmall
cu Sos Alb,5,3/28/2026,starkebab_portmall
Pită BBQ,2,3/28/2026,starkebab_portmall
Creveți cu sos (4 buc),1,3/28/2026,starkebab_portmall
Salată Grecească,1,3/28/2026,starkebab_portmall
Hot dog classic  personal,4,3/28/2026,starkebab_portmall
Roll cu Creveți,4,3/28/2026,starkebab_portmall
Pachet kebab livrare,13,3/28/2026,starkebab_portmall
Sos Ketchup,3,3/28/2026,starkebab_portmall
cu TOPPING Morcov Picant,1,3/28/2026,starkebab_portmall
puțin ardei,3,3/28/2026,starkebab_portmall
Starburger Vânătoresc,1,3/28/2026,starkebab_portmall
Sos Sweet Chilli,1,3/28/2026,starkebab_portmall
Sos Tzatziki,1,3/28/2026,starkebab_portmall
cu ardei,13,3/28/2026,starkebab_portmall
PopCorn de pui,1,3/28/2026,starkebab_portmall
Roll cu Pui Crocant,8,3/28/2026,starkebab_portmall
Salată Caesar Creveți,2,3/28/2026,starkebab_portmall
Sos BBQ,1,3/28/2026,starkebab_portmall
cu Star Kebab Pulled Pork,2,3/28/2026,starkebab_portmall
Sos Alb,1,3/28/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,3/28/2026,starkebab_portmall
Roll Caesar ,1,3/28/2026,starkebab_portmall
Star Kebab Veggie,4,3/28/2026,starkebab_portmall
Hot dog classic,14,3/28/2026,starkebab_portmall
Star Kebab Pulled Pork,11,3/28/2026,starkebab_portmall
Kids Box cu burger,1,3/28/2026,starkebab_portmall
cu Sos Ketchup,2,3/28/2026,starkebab_portmall
Fetiță,1,3/27/2026,starkebab_portmall
cu TOPPING Carne Pui,5,3/27/2026,starkebab_portmall
fără cartofi,1,3/27/2026,starkebab_portmall
Sos BBQ,1,3/27/2026,starkebab_portmall
Star Kebab Pui Mare,8,3/27/2026,starkebab_portmall
Pită Grecească,1,3/27/2026,starkebab_portmall
Cartofi pai,7,3/27/2026,starkebab_portmall
Sos Alb,6,3/27/2026,starkebab_portmall
Pachet kebab livrare,3,3/27/2026,starkebab_portmall
Hot dog classic  personal,3,3/27/2026,starkebab_portmall
Topping Carne Pui,1,3/27/2026,starkebab_portmall
Cartof copt cu pui,1,3/27/2026,starkebab_portmall
Hot dog classic,4,3/27/2026,starkebab_portmall
Baiețel,1,3/27/2026,starkebab_portmall
Plăcintă cu cartofi,6,3/27/2026,starkebab_portmall
Platou Pui,1,3/27/2026,starkebab_portmall
Salată Caesar Pui,2,3/27/2026,starkebab_portmall
Topping Carne Porc,1,3/27/2026,starkebab_portmall
Salată Grecească,4,3/27/2026,starkebab_portmall
cu ardei,10,3/27/2026,starkebab_portmall
Nuggets,1,3/27/2026,starkebab_portmall
cu TOPPING Cașcaval,7,3/27/2026,starkebab_portmall
Gozleme cu carne de pui personal,1,3/27/2026,starkebab_portmall
Roll Caesar ,1,3/27/2026,starkebab_portmall
Kids Box cu roll,2,3/27/2026,starkebab_portmall
cu castraveți proaspeți,2,3/27/2026,starkebab_portmall
fără castraveți murați,1,3/27/2026,starkebab_portmall
Roll cu Pui Crocant,1,3/27/2026,starkebab_portmall
Star Kebab Pulled Pork,10,3/27/2026,starkebab_portmall
cu Sos Alb,1,3/27/2026,starkebab_portmall
Starburger Pui,2,3/27/2026,starkebab_portmall
Cheese StarKebab,4,3/27/2026,starkebab_portmall
Gozleme,1,3/27/2026,starkebab_portmall
Plăcintă cu vișină,1,3/27/2026,starkebab_portmall
Sos Ketchup,1,3/27/2026,starkebab_portmall
Combo Starburger,1,3/27/2026,starkebab_portmall
Star Kebab Veggie,6,3/27/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,2,3/27/2026,starkebab_portmall
cu Starburger Grecesc,1,3/27/2026,starkebab_portmall
Roll Fitness,3,3/27/2026,starkebab_portmall
Cartof copt,2,3/27/2026,starkebab_portmall
Star Sticks,2,3/27/2026,starkebab_portmall
Star Kebab pui personal,3,3/27/2026,starkebab_portmall
Pui crocant,1,3/27/2026,starkebab_portmall
cu Lipie clasica,1,3/27/2026,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,3/27/2026,starkebab_portmall
cu Sos BBQ,1,3/27/2026,starkebab_portmall
cu Cartofi pai,2,3/27/2026,starkebab_portmall
Combo Star Kebab,1,3/27/2026,starkebab_portmall
Star Kebab Vânătoresc,1,3/27/2026,starkebab_portmall
Star Kebab Pui,39,3/27/2026,starkebab_portmall
cu Star Kebab Pui,1,3/27/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,6,3/27/2026,starkebab_portmall
Pachet kebab livrare,4,3/26/2026,starkebab_portmall
Hot dog classic  personal,3,3/26/2026,starkebab_portmall
Star Kebab Vânătoresc,1,3/26/2026,starkebab_portmall
Topping Carne Pui,1,3/26/2026,starkebab_portmall
Fetiță,3,3/26/2026,starkebab_portmall
Star Kebab Pui *,3,3/26/2026,starkebab_portmall
Star Sticks,3,3/26/2026,starkebab_portmall
Sos Alb,1,3/26/2026,starkebab_portmall
Pui crocant,1,3/26/2026,starkebab_portmall
Star Kebab Pulled Pork,1,3/26/2026,starkebab_portmall
cu TOPPING Carne Pui,1,3/26/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,3,3/26/2026,starkebab_portmall
Cheese StarKebab,3,3/26/2026,starkebab_portmall
Baiețel,3,3/26/2026,starkebab_portmall
Salată Caesar Pui,1,3/26/2026,starkebab_portmall
fără cartofi,1,3/26/2026,starkebab_portmall
cu Lipie clasica,3,3/26/2026,starkebab_portmall
Star Kebab Pui,18,3/26/2026,starkebab_portmall
Gozleme cu carne de pui personal,3,3/26/2026,starkebab_portmall
puțin ardei,1,3/26/2026,starkebab_portmall
Star Kebab pui personal,3,3/26/2026,starkebab_portmall
Star Kebab Veggie,7,3/26/2026,starkebab_portmall
cu ardei,2,3/26/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,8,3/26/2026,starkebab_portmall
Sos Alb,1,3/26/2026,starkebab_portmall
Kids Box cu roll,6,3/26/2026,starkebab_portmall
Brânzoaice fine,1,3/26/2026,starkebab_portmall
Plăcintă cu vișină,2,3/26/2026,starkebab_portmall
Sos Burger,1,3/26/2026,starkebab_portmall
Pită BBQ,1,3/26/2026,starkebab_portmall
Star Kebab Pui Mare,3,3/26/2026,starkebab_portmall
Gozleme cu carne de pui,1,3/26/2026,starkebab_portmall
Roll Fitness,3,3/26/2026,starkebab_portmall
Plăcintă cu cartofi,11,3/26/2026,starkebab_portmall
Combo Pui Crocant,2,3/25/2026,starkebab_portmall
Aripioare BBQ,1,3/25/2026,starkebab_portmall
Pachet kebab livrare,2,3/25/2026,starkebab_portmall
cu TOPPING Cașcaval,6,3/25/2026,starkebab_portmall
Cheese StarKebab,1,3/25/2026,starkebab_portmall
Gozleme cu carne de pui,2,3/25/2026,starkebab_portmall
Star Kebab Pui Mare,6,3/25/2026,starkebab_portmall
cu Sos Alb,3,3/25/2026,starkebab_portmall
cu Star Kebab Pui,1,3/25/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,5,3/25/2026,starkebab_portmall
cu Sos BBQ,1,3/25/2026,starkebab_portmall
Cartof copt cu pui,1,3/25/2026,starkebab_portmall
Topping Carne Pui,2,3/25/2026,starkebab_portmall
Star Sticks,1,3/25/2026,starkebab_portmall
Sos Ketchup,1,3/25/2026,starkebab_portmall
Roll Caesar ,4,3/25/2026,starkebab_portmall
Combo Star Kebab,1,3/25/2026,starkebab_portmall
Plăcintă cu cartofi,4,3/25/2026,starkebab_portmall
fără carne,1,3/25/2026,starkebab_portmall
Star Kebab Pui,18,3/25/2026,starkebab_portmall
cu Lipie clasica,2,3/25/2026,starkebab_portmall
Cartofi pai,2,3/25/2026,starkebab_portmall
cu Cartofi pai,2,3/25/2026,starkebab_portmall
Salată Caesar Pui,2,3/25/2026,starkebab_portmall
Star Kebab pui personal,6,3/25/2026,starkebab_portmall
Pită Grecească,1,3/25/2026,starkebab_portmall
Pui crocant,1,3/25/2026,starkebab_portmall
cu semințe,2,3/25/2026,starkebab_portmall
Sos Alb,2,3/25/2026,starkebab_portmall
Roll cu Pui Crocant,1,3/25/2026,starkebab_portmall
cu TOPPING Carne Pui,3,3/25/2026,starkebab_portmall
Star Kebab Pulled Pork,8,3/25/2026,starkebab_portmall
Star Kebab Veggie,7,3/25/2026,starkebab_portmall
Sos Ketchup,1,3/25/2026,starkebab_portmall
Hot dog classic,1,3/25/2026,starkebab_portmall
Hot dog classic  personal,2,3/25/2026,starkebab_portmall
Starburger Pui,2,3/25/2026,starkebab_portmall
Combo Star Kebab Pui_,1,3/25/2026,starkebab_portmall
Gozleme cu carne de pui personal,2,3/25/2026,starkebab_portmall
Kids Box cu roll,2,3/24/2026,starkebab_portmall
Cheese StarKebab,4,3/24/2026,starkebab_portmall
Roll cu Pui Crocant,2,3/24/2026,starkebab_portmall
Star Kebab Pulled Pork Mare,1,3/24/2026,starkebab_portmall
Gozleme cu carne de pui,1,3/24/2026,starkebab_portmall
Star Kebab Veggie,1,3/24/2026,starkebab_portmall
Star Kebab Pulled Pork,7,3/24/2026,starkebab_portmall
Cartof copt cu crenvurști,1,3/24/2026,starkebab_portmall
Hot dog classic,4,3/24/2026,starkebab_portmall
Gozleme cu carne de pui personal,1,3/24/2026,starkebab_portmall
Aripioare BBQ,3,3/24/2026,starkebab_portmall
Roll cu Creveți,1,3/24/2026,starkebab_portmall
Pachet wrap livrare,1,3/24/2026,starkebab_portmall
Star Kebab Pui_,2,3/24/2026,starkebab_portmall
Hot dog double,2,3/24/2026,starkebab_portmall
Salată Grecească,2,3/24/2026,starkebab_portmall
Fetiță,1,3/24/2026,starkebab_portmall
Plăcintă cu vișină,2,3/24/2026,starkebab_portmall
cu Ardei Jalapinio 10 gr GRATIS,1,3/24/2026,starkebab_portmall
cu TOPPING Cașcaval,3,3/24/2026,starkebab_portmall
Platou Pulled pork,1,3/24/2026,starkebab_portmall
Baiețel,1,3/24/2026,starkebab_portmall
Cartofi pai,1,3/24/2026,starkebab_portmall
Salată Caesar Pui,1,3/24/2026,starkebab_portmall
Roll Caesar ,3,3/24/2026,starkebab_portmall
Plăcintă cu cartofi,5,3/24/2026,starkebab_portmall
Roll Fitness,3,3/24/2026,starkebab_portmall
cu TOPPING Carne Pui,1,3/24/2026,starkebab_portmall
cu ardei,5,3/24/2026,starkebab_portmall
Sos de Post,1,3/24/2026,starkebab_portmall
Hot dog classic  personal,6,3/24/2026,starkebab_portmall
Star Kebab Pui Mare,4,3/24/2026,starkebab_portmall
Sos Alb,1,3/24/2026,starkebab_portmall
cu Lipie clasica,1,3/24/2026,starkebab_portmall
Star Kebab Pui,14,3/24/2026,starkebab_portmall
Pachet kebab livrare,4,3/24/2026,starkebab_portmall
Starburger Vânătoresc,1,3/24/2026,starkebab_portmall
cu TOPPING Masline,1,3/24/2026,starkebab_portmall
Pui crocant,1,3/24/2026,starkebab_portmall
Star Kebab pui personal,3,3/24/2026,starkebab_portmall
Plăcintă cu brânză și verdeață,2,3/23/2026,starkebab_portmall
cu Sos Alb,1,3/23/2026,starkebab_portmall
cu Sos Sweet Chilli,1,3/23/2026,starkebab_portmall
Roll cu Pui Crocant,1,3/23/2026,starkebab_portmall
Star Kebab Pui Mare_,1,3/23/2026,starkebab_portmall
Cheese StarKebab,1,3/23/2026,starkebab_portmall
Cartofi pai_,1,3/23/2026,starkebab_portmall
fără sos alb,1,3/23/2026,starkebab_portmall
Star Kebab Pui,10,3/23/2026,starkebab_portmall
puțin ardei,1,3/23/2026,starkebab_portmall
Plăcintă cu vișină,3,3/23/2026,starkebab_portmall
Star Kebab pui personal,3,3/23/2026,starkebab_portmall
cu Pită Grecească,1,3/23/2026,starkebab_portmall
cu Star Kebab Pui,1,3/23/2026,starkebab_portmall
cu Topping Ardei Iute Jalapeno,1,3/23/2026,starkebab_portmall
Baiețel,1,3/23/2026,starkebab_portmall
Hot dog double,2,3/23/2026,starkebab_portmall
Pachet kebab livrare,2,3/23/2026,starkebab_portmall
Sos Alb,3,3/23/2026,starkebab_portmall
Salată Caesar Pui,1,3/23/2026,starkebab_portmall
Hot dog classic  personal,5,3/23/2026,starkebab_portmall
cu TOPPING Carne Pui,1,3/23/2026,starkebab_portmall
Kids Box cu burger,1,3/23/2026,starkebab_portmall
Star Kebab Pulled Pork,7,3/23/2026,starkebab_portmall
cu ardei,6,3/23/2026,starkebab_portmall
Star Kebab Veggie,1,3/23/2026,starkebab_portmall
Roll cu Creveți,1,3/23/2026,starkebab_portmall
cu TOPPING Cașcaval,4,3/23/2026,starkebab_portmall
Combo Star Kebab,1,3/23/2026,starkebab_portmall
cu Cartofi pai,2,3/23/2026,starkebab_portmall
Carne mix FRANCIZA,25,3/23/2026,starkebab_portmall
Star Sticks,1,3/23/2026,starkebab_portmall
Cartof copt cu pui,1,3/23/2026,starkebab_portmall
Aripioare BBQ_,1,3/23/2026,starkebab_portmall
Star Kebab Pui Mare,6,3/23/2026,starkebab_portmall
Combo Pită,1,3/23/2026,starkebab_portmall
Roll Fitness,5,3/23/2026,starkebab_portmall
Star Kebab Pui,83,3/22/2026,starkebab_portmall
puțin ardei,4,3/22/2026,starkebab_portmall
cu Cheese StarKebab,2,3/22/2026,starkebab_portmall
Sos Ketchup,12,3/22/2026,starkebab_portmall
Kids Box cu burger,5,3/22/2026,starkebab_portmall
cu ardei,15,3/22/2026,starkebab_portmall
Star Kebab pui personal,3,3/22/2026,starkebab_portmall
Nuggets,3,3/22/2026,starkebab_portmall
Plăcintă cu cartofi,1,3/22/2026,starkebab_portmall
fără roșii,2,3/22/2026,starkebab_portmall
PopCorn de pui,4,3/22/2026,starkebab_portmall
Star Kebab Veggie,8,3/22/2026,starkebab_portmall
